,0
533,36
534,36
535,36
536,36
537,36
538,36
539,36
540,37
541,37
542,37
543,37
544,37
545,37
546,37
547,37
548,37
549,37
550,37
551,37
552,37
553,37
554,38
555,38
556,38
557,38
558,38
559,38
560,38
561,38
562,38
563,38
564,38
565,38
566,38
567,38
568,38
569,39
570,39
571,39
572,39
573,39
574,39
575,39
576,39
577,39
578,39
579,39
580,39
581,39
582,39
583,40
584,40
585,40
586,40
587,40
588,40
589,40
590,40
591,40
592,40
593,40
594,40
595,40
596,40
597,40
598,41
599,41
600,41
601,41
602,41
603,41
604,41
605,41
606,41
607,41
608,41
609,41
610,41
611,41
612,42
613,42
614,42
615,42
616,42
617,42
618,42
619,42
620,42
621,42
622,42
623,42
624,42
625,42
626,42
627,42
628,42
629,42
630,42
631,42
632,42
633,42
634,42
635,42
636,42
637,42
638,42
639,43
640,43
641,43
642,43
643,43
644,43
645,43
646,43
647,43
648,43
649,43
650,43
651,43
652,43
653,43
654,44
655,44
656,44
657,44
658,44
659,44
660,44
661,44
662,44
663,44
664,44
665,44
666,44
667,44
668,44
669,44
670,44
671,44
672,44
673,44
674,44
675,44
676,44
677,44
678,44
679,44
680,44
681,44
682,44
683,45
684,45
685,45
686,45
687,45
688,45
689,45
690,45
691,45
692,45
693,45
694,45
695,45
696,45
697,46
698,46
699,46
700,46
701,46
702,46
703,46
704,46
705,46
706,46
707,46
708,46
709,46
710,46
711,46
712,47
713,47
714,47
715,47
716,47
717,47
718,47
719,47
720,47
721,47
722,47
723,47
724,47
725,47
726,48
727,48
728,48
729,48
730,48
731,48
732,48
733,48
734,48
735,48
736,48
737,48
738,48
739,48
740,48
741,48
742,48
743,48
744,48
745,48
746,48
747,48
748,48
749,48
750,48
751,48
752,48
753,48
754,48
755,49
756,49
757,49
758,49
759,49
760,49
761,49
762,49
763,49
764,49
765,49
766,49
767,49
768,49
769,49
770,50
771,50
772,50
773,50
774,50
775,50
776,50
777,50
778,50
779,50
780,50
781,50
782,50
783,50
784,51
785,51
786,51
787,51
788,51
789,51
790,51
791,51
792,51
793,51
794,51
795,51
796,51
797,51
798,51
799,51
800,51
801,51
802,51
803,51
804,51
805,51
806,51
807,51
808,51
809,51
810,52
811,52
812,52
813,52
814,52
815,52
816,52
817,52
818,52
819,52
820,52
821,52
822,52
823,52
824,52
825,53
826,53
827,53
828,53
829,53
830,53
831,53
832,53
833,53
834,53
835,53
836,53
837,53
838,53
839,54
840,54
841,54
842,54
843,54
844,54
845,54
846,54
847,54
848,54
849,54
850,54
851,54
852,54
853,54
854,55
855,55
856,55
857,55
858,55
859,55
860,55
861,55
862,55
863,55
864,55
865,55
866,55
867,55
868,55
869,55
870,55
871,55
872,55
873,55
874,55
875,55
876,55
877,55
878,55
879,55
880,55
881,55
882,55
883,56
884,56
885,56
886,56
887,56
888,56
889,56
890,56
891,56
892,56
893,56
894,56
895,56
896,56
897,56
898,56
899,56
900,56
901,56
902,56
903,56
904,56
905,56
906,56
907,56
908,56
909,56
910,56
911,57
912,57
913,57
914,57
915,57
916,57
917,57
918,57
919,57
920,57
921,57
922,57
923,57
924,57
925,58
926,58
927,58
928,58
929,58
930,58
931,58
932,58
933,58
934,58
935,58
936,58
937,58
938,58
939,58
940,59
941,59
942,59
943,59
944,59
945,59
946,59
947,59
948,59
949,59
950,59
951,59
952,59
953,59
954,59
