,0
882,1
883,1
884,2
885,2
886,0
887,0
888,0
889,0
890,0
891,6
892,6
893,3
894,3
895,4
896,4
897,5
898,5
899,1
900,1
901,1
902,1
903,2
904,2
905,0
906,0
907,0
908,0
909,0
910,6
911,6
912,3
913,3
914,4
915,4
916,5
917,5
918,1
919,1
920,1
921,1
922,2
923,2
924,0
925,0
926,0
927,0
928,0
929,6
930,6
931,3
932,3
933,4
934,4
935,5
936,5
937,1
938,1
939,1
940,1
941,2
942,2
943,0
944,0
945,0
946,0
947,0
948,6
949,6
950,3
951,3
952,4
953,4
954,5
955,5
956,1
957,1
958,1
959,1
960,2
961,2
962,0
963,0
964,0
965,0
966,0
967,6
968,6
969,3
970,3
971,4
972,4
973,5
974,5
975,1
976,1
977,1
978,1
979,2
980,2
981,0
982,0
983,0
984,0
985,0
986,6
987,6
988,3
989,3
990,4
991,4
992,5
993,5
994,1
995,1
996,1
997,1
998,2
999,2
1000,0
1001,0
1002,0
1003,0
1004,0
1005,6
1006,6
1007,3
1008,3
1009,4
1010,4
1011,5
1012,5
1013,1
1014,1
1015,1
1016,1
1017,2
1018,2
1019,0
1020,0
1021,0
1022,0
1023,0
1024,6
1025,6
1026,3
1027,3
1028,4
1029,4
1030,5
1031,5
1032,1
1033,1
1034,1
1035,1
1036,2
1037,2
1038,0
1039,0
1040,0
1041,0
1042,0
1043,6
1044,6
1045,3
1046,3
1047,4
1048,4
1049,5
1050,5
1051,1
1052,1
1053,1
1054,1
1055,2
1056,2
1057,0
1058,0
1059,0
1060,0
1061,0
1062,6
1063,6
1064,3
1065,3
1066,4
1067,4
1068,0
1069,0
1070,0
1071,0
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,6
1080,6
1081,3
1082,3
1083,4
1084,4
1085,5
1086,5
1087,1
1088,1
1089,1
1090,1
1091,2
1092,2
1093,0
1094,0
1095,0
1096,0
1097,0
1098,6
1099,6
1100,3
1101,3
1102,4
1103,4
1104,5
1105,5
1106,1
1107,1
1108,1
1109,1
1110,2
1111,2
1112,0
1113,0
1114,0
1115,0
1116,0
1117,6
1118,6
1119,0
1120,3
1121,3
1122,4
1123,4
1124,5
1125,5
1126,1
1127,1
1128,1
1129,2
1130,2
1131,0
1132,0
1133,0
1134,0
1135,0
1136,6
1137,6
1138,3
1139,3
1140,4
1141,4
1142,5
1143,5
1144,1
1145,1
1146,1
1147,1
1148,2
1149,2
1150,0
1151,0
1152,0
1153,0
1154,0
1155,6
1156,6
1157,3
1158,3
1159,4
1160,4
1161,5
1162,5
1163,1
1164,1
1165,1
1166,1
1167,2
1168,2
1169,0
1170,0
1171,0
1172,0
1173,0
1174,6
1175,6
1176,3
1177,3
1178,4
1179,4
1180,5
1181,5
1182,1
1183,1
1184,1
1185,1
1186,2
1187,2
1188,0
1189,0
1190,0
1191,0
1192,0
1193,6
1194,6
1195,3
1196,3
1197,4
1198,4
1199,5
1200,5
1201,0
1202,0
1203,0
1204,0
1205,0
1206,0
1207,0
1208,0
1209,0
1210,0
1211,0
1212,6
1213,6
1214,3
1215,3
1216,4
1217,4
1218,5
1219,5
1220,1
1221,1
1222,1
1223,1
1224,2
1225,2
1226,0
1227,0
1228,0
1229,0
1230,0
1231,6
1232,6
1233,3
1234,3
1235,4
1236,4
1237,5
1238,5
1239,1
1240,1
1241,1
1242,1
1243,2
1244,2
1245,0
1246,0
1247,0
1248,0
1249,0
1250,6
1251,6
1252,3
1253,3
1254,4
1255,4
1256,5
1257,5
1258,1
1259,1
1260,1
1261,1
1262,2
1263,2
1264,0
1265,0
1266,0
1267,0
1268,0
1269,6
1270,6
1271,6
